# Auto-generated by generate_port_tracking.py
# Format: Kind | SourcePath | MappedPath | Status | Notes
Source | Source/GameNetwork/GameSpyGameInfo.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpyOverlay.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/IPEnumeration.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/LANAPI.cpp | GameNetwork/src/lan_api/lanapi.rs | FOUND | subsystem=GameNetwork
Source | Source/GameNetwork/LANAPICallbacks.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/LANAPIhandlers.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/LANGameInfo.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/NAT.cpp | GameNetwork/src/nat/nat.rs | FOUND | subsystem=GameNetwork
Source | Source/GameNetwork/NetCommandList.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/NetCommandMsg.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/NetCommandRef.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/NetCommandWrapperList.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/NetMessageStream.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/NetPacket.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/Network.cpp | GameNetwork/src/network.rs | FOUND | subsystem=GameNetwork
Source | Source/GameNetwork/NetworkUtil.cpp | GameNetwork/src/networkutil.rs | FOUND | subsystem=GameNetwork
Source | Source/GameNetwork/Transport.cpp | GameNetwork/src/transport.rs | FOUND | subsystem=GameNetwork
Source | Source/GameNetwork/User.cpp | GameNetwork/src/user.rs | FOUND | subsystem=GameNetwork
Source | Source/GameNetwork/WOLBrowser/WebBrowser.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/udp.cpp | GameNetwork/src/udp.rs | FOUND | subsystem=GameNetwork
Source | Source/Precompiled/PreRTS.cpp | - | MISSING | subsystem=Precompiled
Include | Include/Common/AcademyStats.h | - | MISSING | subsystem=Common
Include | Include/Common/ActionManager.h | - | MISSING | subsystem=Common
Include | Include/Common/ArchiveFile.h | - | MISSING | subsystem=Common
Include | Include/Common/ArchiveFileSystem.h | - | MISSING | subsystem=Common
Include | Include/Common/AsciiString.h | - | MISSING | subsystem=Common
Include | Include/Common/AudioAffect.h | - | MISSING | subsystem=Common
Include | Include/Common/AudioEventInfo.h | - | MISSING | subsystem=Common
Include | Include/Common/AudioEventRTS.h | - | MISSING | subsystem=Common
Include | Include/Common/AudioHandleSpecialValues.h | - | MISSING | subsystem=Common
Include | Include/Common/AudioRandomValue.h | - | MISSING | subsystem=Common
Include | Include/Common/AudioRequest.h | - | MISSING | subsystem=Common
Include | Include/Common/AudioSettings.h | - | MISSING | subsystem=Common
Include | Include/Common/BattleHonors.h | - | MISSING | subsystem=Common
Include | Include/Common/BezFwdIterator.h | - | MISSING | subsystem=Common
Include | Include/Common/BezierSegment.h | - | MISSING | subsystem=Common
Include | Include/Common/BitFlags.h | - | MISSING | subsystem=Common
Include | Include/Common/BitFlagsIO.h | - | MISSING | subsystem=Common
Include | Include/Common/BorderColors.h | - | MISSING | subsystem=Common
Include | Include/Common/BuildAssistant.h | - | MISSING | subsystem=Common
Include | Include/Common/CDManager.h | - | MISSING | subsystem=Common
Include | Include/Common/CRCDebug.h | - | MISSING | subsystem=Common
Include | Include/Common/ClientUpdateModule.h | - | MISSING | subsystem=Common
Include | Include/Common/CommandLine.h | - | MISSING | subsystem=Common
Include | Include/Common/CopyProtection.h | - | MISSING | subsystem=Common
Include | Include/Common/CriticalSection.h | - | MISSING | subsystem=Common
Include | Include/Common/CustomMatchPreferences.h | - | MISSING | subsystem=Common
Include | Include/Common/DamageFX.h | - | MISSING | subsystem=Common
Include | Include/Common/DataChunk.h | - | MISSING | subsystem=Common
Include | Include/Common/Debug.h | Common/src/System/debug.rs | FOUND | subsystem=Common
Include | Include/Common/Dict.h | Common/src/dict.rs | FOUND | subsystem=Common
Include | Include/Common/Directory.h | Common/src/System/directory.rs | FOUND | subsystem=Common
Include | Include/Common/DisabledTypes.h | - | MISSING | subsystem=Common
Include | Include/Common/DiscreteCircle.h | - | MISSING | subsystem=Common
Include | Include/Common/DrawModule.h | - | MISSING | subsystem=Common
Include | Include/Common/DynamicAudioEventInfo.h | - | MISSING | subsystem=Common
Include | Include/Common/Energy.h | Common/src/rts/energy.rs | FOUND | subsystem=Common
Include | Include/Common/Errors.h | Common/src/errors.rs | FOUND | subsystem=Common
Include | Include/Common/FileSystem.h | - | MISSING | subsystem=Common
Include | Include/Common/FunctionLexicon.h | - | MISSING | subsystem=Common
Include | Include/Common/GameAudio.h | - | MISSING | subsystem=Common
Include | Include/Common/GameCommon.h | - | MISSING | subsystem=Common
Include | Include/Common/GameEngine.h | - | MISSING | subsystem=Common
Include | Include/Common/GameLOD.h | - | MISSING | subsystem=Common
Include | Include/Common/GameMemory.h | - | MISSING | subsystem=Common
Include | Include/Common/GameMusic.h | - | MISSING | subsystem=Common
Include | Include/Common/GameSounds.h | - | MISSING | subsystem=Common
Include | Include/Common/GameSpeech.h | - | MISSING | subsystem=Common
Include | Include/Common/GameSpyMiscPreferences.h | - | MISSING | subsystem=Common
Include | Include/Common/GameState.h | - | MISSING | subsystem=Common
Include | Include/Common/GameStateMap.h | - | MISSING | subsystem=Common
Include | Include/Common/GameType.h | - | MISSING | subsystem=Common
Include | Include/Common/Geometry.h | Common/src/System/geometry.rs | FOUND | subsystem=Common
Include | Include/Common/GlobalData.h | - | MISSING | subsystem=Common
Include | Include/Common/Handicap.h | Common/src/rts/handicap.rs | FOUND | subsystem=Common
Include | Include/Common/INI.h | Common/src/ini/ini.rs | FOUND | subsystem=Common
Include | Include/Common/INIException.h | - | MISSING | subsystem=Common
Include | Include/Common/IgnorePreferences.h | - | MISSING | subsystem=Common
Include | Include/Common/KindOf.h | - | MISSING | subsystem=Common
Include | Include/Common/LadderPreferences.h | - | MISSING | subsystem=Common
Include | Include/Common/Language.h | Common/src/language.rs | FOUND | subsystem=Common
Include | Include/Common/LatchRestore.h | - | MISSING | subsystem=Common
Include | Include/Common/List.h | Common/src/System/list.rs | FOUND | subsystem=Common
Include | Include/Common/LocalFile.h | - | MISSING | subsystem=Common
Include | Include/Common/LocalFileSystem.h | - | MISSING | subsystem=Common
Include | Include/Common/MapObject.h | - | MISSING | subsystem=Common
Include | Include/Common/MapReaderWriterInfo.h | - | MISSING | subsystem=Common
Include | Include/Common/MessageStream.h | - | MISSING | subsystem=Common
Include | Include/Common/MiniLog.h | - | MISSING | subsystem=Common
Include | Include/Common/MiscAudio.h | - | MISSING | subsystem=Common
Include | Include/Common/MissionStats.h | - | MISSING | subsystem=Common
Include | Include/Common/ModelState.h | - | MISSING | subsystem=Common
Include | Include/Common/Module.h | Common/src/thing/module.rs | FOUND | subsystem=Common
Include | Include/Common/ModuleFactory.h | - | MISSING | subsystem=Common
Include | Include/Common/Money.h | Common/src/rts/money.rs | FOUND | subsystem=Common
Include | Include/Common/MultiplayerSettings.h | - | MISSING | subsystem=Common
Include | Include/Common/NameKeyGenerator.h | - | MISSING | subsystem=Common
Include | Include/Common/OSDisplay.h | - | MISSING | subsystem=Common
Include | Include/Common/ObjectStatusTypes.h | - | MISSING | subsystem=Common
Include | Include/Common/Overridable.h | Common/src/overridable.rs | FOUND | subsystem=Common
Include | Include/Common/Override.h | Common/src/override.rs | FOUND | subsystem=Common
Include | Include/Common/PartitionSolver.h | - | MISSING | subsystem=Common
Include | Include/Common/PerfMetrics.h | - | MISSING | subsystem=Common
Include | Include/Common/PerfTimer.h | - | MISSING | subsystem=Common
Include | Include/Common/Player.h | Common/src/rts/player.rs | FOUND | subsystem=Common
Include | Include/Common/PlayerList.h | - | MISSING | subsystem=Common
Include | Include/Common/PlayerTemplate.h | - | MISSING | subsystem=Common
Include | Include/Common/ProductionPrerequisite.h | - | MISSING | subsystem=Common
Include | Include/Common/QuickTrig.h | - | MISSING | subsystem=Common
Include | Include/Common/QuickmatchPreferences.h | - | MISSING | subsystem=Common
Include | Include/Common/QuotedPrintable.h | - | MISSING | subsystem=Common
Include | Include/Common/RAMFile.h | - | MISSING | subsystem=Common
Include | Include/Common/Radar.h | Common/src/System/radar.rs | FOUND | subsystem=Common
Include | Include/Common/RandomValue.h | - | MISSING | subsystem=Common
Include | Include/Common/Recorder.h | Common/src/recorder.rs | FOUND | subsystem=Common
Include | Include/Common/Registry.h | Common/src/System/registry.rs | FOUND | subsystem=Common
Include | Include/Common/ResourceGatheringManager.h | - | MISSING | subsystem=Common
Include | Include/Common/STLTypedefs.h | - | MISSING | subsystem=Common
Include | Include/Common/Science.h | Common/src/rts/science.rs | FOUND | subsystem=Common
Include | Include/Common/ScopedMutex.h | - | MISSING | subsystem=Common
Include | Include/Common/ScoreKeeper.h | - | MISSING | subsystem=Common
Include | Include/Common/SkirmishBattleHonors.h | - | MISSING | subsystem=Common
Include | Include/Common/SkirmishPreferences.h | - | MISSING | subsystem=Common
Include | Include/Common/Snapshot.h | Common/src/System/snapshot.rs | FOUND | subsystem=Common
Include | Include/Common/SparseMatchFinder.h | - | MISSING | subsystem=Common
Include | Include/Common/SpecialPower.h | - | MISSING | subsystem=Common
Include | Include/Common/SpecialPowerMaskType.h | - | MISSING | subsystem=Common
Include | Include/Common/SpecialPowerType.h | - | MISSING | subsystem=Common
Include | Include/Common/StackDump.h | - | MISSING | subsystem=Common
Include | Include/Common/StateMachine.h | - | MISSING | subsystem=Common
Include | Include/Common/StatsCollector.h | - | MISSING | subsystem=Common
Include | Include/Common/StreamingArchiveFile.h | - | MISSING | subsystem=Common
Include | Include/Common/SubsystemInterface.h | - | MISSING | subsystem=Common
Include | Include/Common/SystemInfo.h | - | MISSING | subsystem=Common
Include | Include/Common/Team.h | Common/src/rts/team.rs | FOUND | subsystem=Common
Include | Include/Common/Terrain.h | Common/src/terrain.rs | FOUND | subsystem=Common
Include | Include/Common/TerrainTypes.h | - | MISSING | subsystem=Common
Include | Include/Common/Thing.h | Common/src/thing/thing.rs | FOUND | subsystem=Common
Include | Include/Common/ThingFactory.h | - | MISSING | subsystem=Common
Include | Include/Common/ThingSort.h | - | MISSING | subsystem=Common
Include | Include/Common/ThingTemplate.h | - | MISSING | subsystem=Common
Include | Include/Common/TunnelTracker.h | - | MISSING | subsystem=Common
Include | Include/Common/UnicodeString.h | - | MISSING | subsystem=Common
Include | Include/Common/UnitTimings.h | - | MISSING | subsystem=Common
Include | Include/Common/Upgrade.h | Common/src/System/upgrade.rs | FOUND | subsystem=Common
Include | Include/Common/UserPreferences.h | - | MISSING | subsystem=Common
Include | Include/Common/WellKnownKeys.h | - | MISSING | subsystem=Common
Include | Include/Common/Xfer.h | Common/src/System/xfer.rs | FOUND | subsystem=Common
Include | Include/Common/XferCRC.h | - | MISSING | subsystem=Common
Include | Include/Common/XferDeepCRC.h | - | MISSING | subsystem=Common
Include | Include/Common/XferLoad.h | - | MISSING | subsystem=Common
Include | Include/Common/XferSave.h | - | MISSING | subsystem=Common
Include | Include/Common/crc.h | Common/src/crc.rs | FOUND | subsystem=Common
Include | Include/Common/encrypt.h | Common/src/System/encrypt.rs | FOUND | subsystem=Common
Include | Include/Common/file.h | Common/src/System/file.rs | FOUND | subsystem=Common
Include | Include/Common/simpleplayer.h | Common/src/audio/simpleplayer.rs | FOUND | subsystem=Common
Include | Include/Common/string.h | Common/src/System/string.rs | FOUND | subsystem=Common
Include | Include/Common/urllaunch.h | Common/src/audio/urllaunch.rs | FOUND | subsystem=Common
Include | Include/Common/version.h | Common/src/version.rs | FOUND | subsystem=Common
Include | Include/GameClient/Anim2D.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/AnimateWindowManager.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/CDCheck.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/CampaignManager.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/ChallengeGenerals.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/ClientRandomValue.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Color.h | GameClient/src/color.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/CommandXlat.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/ControlBar.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/ControlBarResizer.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/ControlBarScheme.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Credits.h | GameClient/src/credits.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/DebugDisplay.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Diplomacy.h | GameClient/src/gui/callbacks/diplomacy.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/DisconnectMenu.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Display.h | GameClient/src/display/display.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/DisplayString.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/DisplayStringManager.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/DrawGroupInfo.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Drawable.h | GameClient/src/drawable/drawable.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/DrawableInfo.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/DrawableManager.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/EstablishConnectionsMenu.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Eva.h | GameClient/src/eva.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/ExtendedMessageBox.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/FXList.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/FontDesc.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GUICallbacks.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GUICommandTranslator.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Gadget.h | GameClient/src/gadget.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/GadgetCheckBox.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GadgetComboBox.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GadgetListBox.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GadgetProgressBar.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GadgetPushButton.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GadgetRadioButton.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GadgetSlider.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GadgetStaticText.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GadgetTabControl.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GadgetTextEntry.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GameClient.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GameFont.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GameInfoWindow.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GameText.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GameWindow.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GameWindowGlobal.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GameWindowID.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GameWindowManager.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GameWindowTransitions.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GlobalLanguage.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/GraphDraw.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/HeaderTemplate.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/HintSpy.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/HotKey.h | GameEngineDevice/src/input/hotkey.rs | FOUND_BY_BASENAME | subsystem=GameClient
Include | Include/GameClient/IMEManager.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Image.h | GameClient/src/display/image.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/InGameUI.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/KeyDefs.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Keyboard.h | GameClient/src/input/keyboard.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/LanguageFilter.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Line2D.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/LoadScreen.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/LookAtXlat.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/MapUtil.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/MessageBox.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/MetaEvent.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Module/AnimatedParticleSysBoneClientUpdate.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Module/BeaconClientUpdate.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Module/SwayClientUpdate.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Mouse.h | GameClient/src/input/mouse.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/ParabolicEase.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/ParticleSys.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/PlaceEventTranslator.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/ProcessAnimateWindow.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/RadiusDecal.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/RayEffect.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/SelectionInfo.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/SelectionXlat.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Shadow.h | GameClient/src/shadow.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/Shell.h | GameClient/src/gui/shell/shell.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/ShellHooks.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/ShellMenuScheme.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/Smudge.h | GameClient/src/system/smudge.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/Snow.h | GameClient/src/snow.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/Statistics.h | GameClient/src/statistics.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/TerrainRoads.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/TerrainVisual.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/VideoPlayer.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/View.h | GameClient/src/view.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/Water.h | GameClient/src/water.rs | FOUND | subsystem=GameClient
Include | Include/GameClient/WinInstanceData.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/WindowLayout.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/WindowVideoManager.h | - | MISSING | subsystem=GameClient
Include | Include/GameClient/WindowXlat.h | - | MISSING | subsystem=GameClient
Include | Include/GameLogic/AI.h | GameLogic/src/ai/ai.rs | FOUND | subsystem=GameLogic
Include | Include/GameLogic/AIDock.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/AIGuard.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/AIGuardRetaliate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/AIPathfind.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/AIPlayer.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/AISkirmishPlayer.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/AIStateMachine.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/AITNGuard.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Armor.h | GameLogic/src/object/armor.rs | FOUND | subsystem=GameLogic
Include | Include/GameLogic/ArmorSet.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/CaveSystem.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/CrateSystem.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Damage.h | GameLogic/src/damage.rs | FOUND | subsystem=GameLogic
Include | Include/GameLogic/ExperienceTracker.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/FPUControl.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/FiringTracker.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/GameLogic.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/GhostObject.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Locomotor.h | GameLogic/src/object/locomotor.rs | FOUND | subsystem=GameLogic
Include | Include/GameLogic/LocomotorSet.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/LogicRandomValue.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/AIUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/ActiveBody.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/ActiveShroudUpgrade.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/AnimationSteeringUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/ArmorUpgrade.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/AssaultTransportAIUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/AssistedTargetingUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/AutoDepositUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/AutoFindHealingUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/AutoHealBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BaikonurLaunchPower.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BaseRegenerateUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BattleBusSlowDeathBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BattlePlanUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BehaviorModule.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BodyModule.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BoneFXDamage.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BoneFXUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BridgeBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BridgeScaffoldBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BridgeTowerBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/BunkerBusterBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CashBountyPower.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CashHackSpecialPower.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CaveContain.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CheckpointUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/ChinookAIUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CleanupAreaPower.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CleanupHazardUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CollideModule.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CommandButtonHuntUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CommandSetUpgrade.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/ContainModule.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/ConvertToCarBombCrateCollide.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/ConvertToHijackedVehicleCrateCollide.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CostModifierUpgrade.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CountermeasuresBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CrateCollide.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CreateCrateDie.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CreateModule.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CreateObjectDie.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/CrushDie.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DamDie.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DamageModule.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DefaultProductionExitUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DefectorSpecialPower.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DeletionUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DeliverPayloadAIUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DemoTrapUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DemoralizeSpecialPower.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DeployStyleAIUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DestroyDie.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DestroyModule.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DieModule.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DockUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DozerAIUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DumbProjectileBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DynamicGeometryInfoUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/DynamicShroudClearingRangeUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/EMPUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/EjectPilotDie.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/EnemyNearUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/ExperienceScalarUpgrade.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FXListDie.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FireOCLAfterWeaponCooldownUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FireSpreadUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FireWeaponCollide.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FireWeaponPower.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FireWeaponUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FireWeaponWhenDamagedBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FireWeaponWhenDeadBehavior.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FirestormDynamicGeometryInfoUpdate.h | - | MISSING | subsystem=GameLogic
Include | Include/GameLogic/Module/FlammableUpdate.h | - | MISSING | subsystem=GameLogic
